"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99805053600E+000,  0.19494640044E-002,  0.62092697001E+006,  0.00000000000E+000,  0.10473263161E+001,  0.99945365783E+003,  0.19351704520E-004,  0.11358446199E-002
"TIME [sec]  0.29952000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29958000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29965000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29971000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29978000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29984000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29990000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.29997000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30003000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30010000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30016000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30023000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30029000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30036000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30042000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30049000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30055000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30062000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30068000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30075000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30081000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30087000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30094000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83836103130E+000,  0.16163896870E+000,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804448969E+000,  0.19555103065E-002,  0.62115299521E+006,  0.00000000000E+000,  0.10477039240E+001,  0.99945376230E+003,  0.19351705262E-004,  0.11358445746E-002
"TIME [sec]  0.30100000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83804645032E+000,  0.16195354968E+000,  0.62130531903E+006,  0.00000000000E+000,  0.10479584031E+001,  0.99945383271E+003,  0.19351705762E-004,  0.11358445441E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99804041622E+000,  0.19595837806E-002,  0.62130531902E+006,  0.00000000000E+000,  0.10479584031E+001,  0.99945383271E+003,  0.19351705762E-004,  0.11358445441E-002
"TIME [sec]  0.30107000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83708485208E+000,  0.16291514792E+000,  0.62177140240E+006,  0.00000000000E+000,  0.10487370632E+001,  0.99945404814E+003,  0.19351707292E-004,  0.11358444507E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99802795804E+000,  0.19720419580E-002,  0.62177140238E+006,  0.00000000000E+000,  0.10487370632E+001,  0.99945404814E+003,  0.19351707292E-004,  0.11358444507E-002
"TIME [sec]  0.30113000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83626062824E+000,  0.16373937176E+000,  0.62217146069E+006,  0.00000000000E+000,  0.10494054188E+001,  0.99945423305E+003,  0.19351708606E-004,  0.11358443705E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99801727275E+000,  0.19827272504E-002,  0.62217146068E+006,  0.00000000000E+000,  0.10494054188E+001,  0.99945423305E+003,  0.19351708606E-004,  0.11358443705E-002
"TIME [sec]  0.30120000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83529903792E+000,  0.16470096208E+000,  0.62263884813E+006,  0.00000000000E+000,  0.10501862575E+001,  0.99945444909E+003,  0.19351710140E-004,  0.11358442769E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99800479762E+000,  0.19952023791E-002,  0.62263884812E+006,  0.00000000000E+000,  0.10501862575E+001,  0.99945444909E+003,  0.19351710140E-004,  0.11358442769E-002
"TIME [sec]  0.30126000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83447481903E+000,  0.16552518097E+000,  0.62304002745E+006,  0.00000000000E+000,  0.10508564859E+001,  0.99945463452E+003,  0.19351711457E-004,  0.11358441965E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99799409776E+000,  0.20059022440E-002,  0.62304002744E+006,  0.00000000000E+000,  0.10508564859E+001,  0.99945463452E+003,  0.19351711457E-004,  0.11358441965E-002
"TIME [sec]  0.30133000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83351320051E+000,  0.16648679949E+000,  0.62350874209E+006,  0.00000000000E+000,  0.10516395419E+001,  0.99945485117E+003,  0.19351712996E-004,  0.11358441026E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99798160516E+000,  0.20183948406E-002,  0.62350874208E+006,  0.00000000000E+000,  0.10516395419E+001,  0.99945485117E+003,  0.19351712996E-004,  0.11358441026E-002
"TIME [sec]  0.30139000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83268895930E+000,  0.16731104070E+000,  0.62391106051E+006,  0.00000000000E+000,  0.10523116733E+001,  0.99945503712E+003,  0.19351714316E-004,  0.11358440220E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99797089033E+000,  0.20291096734E-002,  0.62391106049E+006,  0.00000000000E+000,  0.10523116733E+001,  0.99945503712E+003,  0.19351714316E-004,  0.11358440220E-002
"TIME [sec]  0.30146000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83172734875E+000,  0.16827265125E+000,  0.62438109031E+006,  0.00000000000E+000,  0.10530969265E+001,  0.99945525438E+003,  0.19351715859E-004,  0.11358439278E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99795838068E+000,  0.20416193158E-002,  0.62438109030E+006,  0.00000000000E+000,  0.10530969264E+001,  0.99945525438E+003,  0.19351715859E-004,  0.11358439278E-002
"TIME [sec]  0.30152000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.83090311440E+000,  0.16909688560E+000,  0.62478453838E+006,  0.00000000000E+000,  0.10537709452E+001,  0.99945544086E+003,  0.19351717184E-004,  0.11358438470E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99794765122E+000,  0.20523487783E-002,  0.62478453837E+006,  0.00000000000E+000,  0.10537709451E+001,  0.99945544086E+003,  0.19351717184E-004,  0.11358438470E-002
"TIME [sec]  0.30159000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82994151185E+000,  0.17005848815E+000,  0.62525588889E+006,  0.00000000000E+000,  0.10545584047E+001,  0.99945565872E+003,  0.19351718731E-004,  0.11358437526E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99793512449E+000,  0.20648755136E-002,  0.62525588888E+006,  0.00000000000E+000,  0.10545584047E+001,  0.99945565872E+003,  0.19351718731E-004,  0.11358437526E-002
"TIME [sec]  0.30165000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82911728436E+000,  0.17088271564E+000,  0.62566047138E+006,  0.00000000000E+000,  0.10552343187E+001,  0.99945584572E+003,  0.19351720059E-004,  0.11358436715E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99792438035E+000,  0.20756196460E-002,  0.62566047137E+006,  0.00000000000E+000,  0.10552343186E+001,  0.99945584572E+003,  0.19351720059E-004,  0.11358436715E-002
"TIME [sec]  0.30172000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82815568983E+000,  0.17184431017E+000,  0.62613314816E+006,  0.00000000000E+000,  0.10560239940E+001,  0.99945606420E+003,  0.19351721611E-004,  0.11358435768E-002
