"              ELEM","                 X","                 Y","                 Z","              ROCK","            KABS_1","            KABS_2","            KABS_3","              PRES","             SAT_G","             SAT_L"
"                  ","               (M)","               (M)","               (M)","                  ","            (M**2)","            (M**2)","            (M**2)","              (PA)","               (-)","               (-)"
"TIME [sec]  0.17676752E+08"
"             A1D53", -0.24942000000E-001, -0.25490000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048887818E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D54", -0.24942000000E-001, -0.25490000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048452823E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D55", -0.24942000000E-001, -0.25490000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047988660E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D56", -0.24942000000E-001, -0.25490000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047495954E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D57", -0.24942000000E-001, -0.25490000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046975525E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D58", -0.24942000000E-001, -0.25490000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046428420E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D59", -0.24942000000E-001, -0.25490000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045855949E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D60", -0.24942000000E-001, -0.25490000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045259739E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D61", -0.24942000000E-001, -0.25490000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044641787E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D62", -0.24942000000E-001, -0.25490000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044004527E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D63", -0.24942000000E-001, -0.25490000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043350903E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D64", -0.24942000000E-001, -0.25490000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042684461E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D65", -0.24942000000E-001, -0.25490000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042009430E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D66", -0.24942000000E-001, -0.25490000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041330816E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D67", -0.24942000000E-001, -0.25490000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040654474E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D68", -0.24942000000E-001, -0.25490000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039987159E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D69", -0.24942000000E-001, -0.25490000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039336520E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D70", -0.24942000000E-001, -0.25490000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038711010E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D71", -0.24942000000E-001, -0.25490000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038119670E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D72", -0.24942000000E-001, -0.25490000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037571756E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D73", -0.24942000000E-001, -0.25490000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037076174E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D74", -0.24942000000E-001, -0.25490000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036640751E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D75",  0.25074700000E-001, -0.76810000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050072856E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D76",  0.25074700000E-001, -0.76810000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049728750E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D77",  0.25074700000E-001, -0.76810000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049355217E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D78",  0.25074700000E-001, -0.76810000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048952462E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D79",  0.25074700000E-001, -0.76810000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048520827E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D80",  0.25074700000E-001, -0.76810000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048060815E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D81",  0.25074700000E-001, -0.76810000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047573099E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D82",  0.25074700000E-001, -0.76810000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047058557E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D83",  0.25074700000E-001, -0.76810000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046518294E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D84",  0.25074700000E-001, -0.76810000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045953686E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D85",  0.25074700000E-001, -0.76810000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045366422E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D86",  0.25074700000E-001, -0.76810000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044758562E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D87",  0.25074700000E-001, -0.76810000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044132595E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D88",  0.25074700000E-001, -0.76810000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043491509E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D89",  0.25074700000E-001, -0.76810000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042838867E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D90",  0.25074700000E-001, -0.76810000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042178880E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D91",  0.25074700000E-001, -0.76810000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041516483E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D92",  0.25074700000E-001, -0.76810000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040857382E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D93",  0.25074700000E-001, -0.76810000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040208079E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D94",  0.25074700000E-001, -0.76810000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039575842E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D95",  0.25074700000E-001, -0.76810000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038968583E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D96",  0.25074700000E-001, -0.76810000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038394635E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D97",  0.25074700000E-001, -0.76810000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037862389E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D98",  0.25074700000E-001, -0.76810000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037379785E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D99",  0.25074700000E-001, -0.76810000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036953688E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 0",  0.25074700000E-001,  0.76811000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050075011E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 1",  0.25074700000E-001,  0.76811000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049730956E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 2",  0.25074700000E-001,  0.76811000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049357500E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 3",  0.25074700000E-001,  0.76811000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048954849E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 4",  0.25074700000E-001,  0.76811000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048523347E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 5",  0.25074700000E-001,  0.76811000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048063499E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 6",  0.25074700000E-001,  0.76811000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047575981E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 7",  0.25074700000E-001,  0.76811000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047061671E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 8",  0.25074700000E-001,  0.76811000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046521679E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E 9",  0.25074700000E-001,  0.76811000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045957384E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E10",  0.25074700000E-001,  0.76811000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045370478E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E11",  0.25074700000E-001,  0.76811000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044763024E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E12",  0.25074700000E-001,  0.76811000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044137513E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E13",  0.25074700000E-001,  0.76811000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043496937E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E14",  0.25074700000E-001,  0.76811000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042844859E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E15",  0.25074700000E-001,  0.76811000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042185492E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E16",  0.25074700000E-001,  0.76811000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041523766E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E17",  0.25074700000E-001,  0.76811000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040865382E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E18",  0.25074700000E-001,  0.76811000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040216834E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E19",  0.25074700000E-001,  0.76811000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039585369E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E20",  0.25074700000E-001,  0.76811000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038978878E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E21",  0.25074700000E-001,  0.76811000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038405662E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1E22",  0.25074700000E-001,  0.76811000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037874076E+007,  0.00000000000E+000,  0.10000000000E+001
